id,admin0,admin1,admin2,admin3,date,cases,movement_fb,non_moving_fb,mean_pop,sum_pop,o65_sum_pop,o65_perc_pop,long,lat,mean_city,mean_motor,mean_walk,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
PEANC020302,Peru,Ancash,Antonio Raymondi,Aczo,2021-04-27,0.0,,,25.32631302,2127.4104,239.4971161,0.11257683,-76.99832916,-9.220021248,132.223526,15.9053688,74.92941284,75.93,70.42,73.33,50.0
PEANC020303,Peru,Ancash,Antonio Raymondi,Chaccho,2021-04-27,0.0,,,18.42619133,1566.226318,175.7417603,0.11220713,-77.07204437,-9.027738571,219.94317630000003,58.63159561,317.4545593,75.93,70.42,73.33,50.0
PEANC020304,Peru,Ancash,Antonio Raymondi,Chingas,2021-04-27,0.0,,,28.75158501,1667.591919,188.1103516,0.11280359,-77.00714111,-9.139289856,153.4827576,19.36995506,135.5517273,75.93,70.42,73.33,50.0
PEANC020301,Peru,Ancash,Antonio Raymondi,Llamellin,2021-04-27,0.0,,,31.77267456,3653.857666,411.1965027,0.11253764,-77.00701904,-9.081807137,167.7543793,29.92403221,195.9298248,75.93,70.42,73.33,50.0
PEANC020305,Peru,Ancash,Antonio Raymondi,Mirgas,2021-04-27,0.0,,,25.6625061,5235.150879,589.8069458,0.11266284,-77.11292267,-9.116037368999999,183.9505005,38.54571533,283.6237488,75.93,70.42,73.33,50.0
PEANC020402,Peru,Ancash,Asuncion,Acochaca,2021-04-27,0.0,,,32.3896904,3012.241211,355.6391296,0.11806463,-77.40574646,-9.097208977000001,183.7303314,39.11956787,139.719101,75.93,70.42,73.33,50.0
PEANC020401,Peru,Ancash,Asuncion,Chacas,2021-04-27,0.0,,,10.68562412,5695.4379880000015,673.9838867000002,0.1183375,-77.39759827,-9.205581665,226.6573029,75.43968964,189.4382019,75.93,70.42,73.33,50.0
PEANC020502,Peru,Ancash,Bolognesi,Abelardo Pardo Lezameta,2021-04-27,0.0,,,132.9645233,1728.538818,189.510788,0.10963641,-77.15975952,-10.30994892,117.6428604,32.04598999,221.8571472,75.93,70.42,73.33,50.0
PEANC020504,Peru,Ancash,Bolognesi,Aquia,2021-04-27,0.0,,,4.83666563,2515.066162,275.99743650000005,0.10973764,-77.13096619,-9.96578598,150.3397675,60.34373474,168.97875980000003,75.93,70.42,73.33,50.0
PEANC020505,Peru,Ancash,Bolognesi,Cajacay,2021-04-27,0.0,,,6.897844791,1503.730225,165.9942322,0.11038831,-77.34248352,-10.19044685,144.52035519999995,64.54559326,151.5837097,75.93,70.42,73.33,50.0
PEANC020506,Peru,Ancash,Bolognesi,Canis,2021-04-27,0.0,,,80.72912598,1856.77002,203.9733582,0.10985386,-77.190979,-10.33445454,146.15383909999997,64.45078278,308.6538391,75.93,70.42,73.33,50.0
PEANC020501,Peru,Ancash,Bolognesi,Chiquian,2021-04-27,0.0,,,16.3474369,3612.783447,396.233429,0.10967539,-77.179245,-10.17819881,145.5133972,37.95895004,122.6026764,75.93,70.42,73.33,50.0
PEANC020507,Peru,Ancash,Bolognesi,Colquioc,2021-04-27,1.0,,,14.6265583,5367.946777,596.4264526000002,0.11110886,-77.58553314,-10.3013916,172.1988983,150.2728271,612.7182617000002,75.93,70.42,73.33,50.0
PEANC020508,Peru,Ancash,Bolognesi,Huallanca,2021-04-27,0.0,,,9.850704193,9525.630859,1010.730286,0.10610639,-76.94381714,-9.917182922,151.0256653,67.98643494,284.0441589,75.93,70.42,73.33,50.0
PEANC020509,Peru,Ancash,Bolognesi,Huasta,2021-04-27,0.0,,,5.901500225,2756.000732,299.5823975,0.10870185,-77.03156281,-10.11392593,189.96104430000003,68.71491241,231.9458923,75.93,70.42,73.33,50.0
PEANC020510,Peru,Ancash,Bolognesi,Huayllacayan,2021-04-27,0.0,,,7.050082207000001,965.8612671,106.4273834,0.1101891,-77.41077423,-10.24694347,159.0882416,117.3621902,356.0955811,75.93,70.42,73.33,50.0
PEANC020511,Peru,Ancash,Bolognesi,La Primavera,2021-04-27,0.0,,,16.32320595,1175.270874,128.852478,0.10963641,-77.1062851,-10.30186844,205.6438293,81.65467072,302.6164246,75.93,70.42,73.33,50.0
PEANC020513,Peru,Ancash,Bolognesi,Pacllon,2021-04-27,0.0,,,7.772443771,1919.793579,208.9971466,0.10886438,-77.00341034,-10.23892403,174.4637146,57.01760864,284.1088562,75.93,70.42,73.33,50.0
PEANC020514,Peru,Ancash,Bolognesi,San Miguel De Corpanqui,2021-04-27,0.0,,,36.10544205,1877.483032,205.9350891,0.10968679,-77.20985413,-10.29152966,144.6226349,59.19160461,257.1697998,75.93,70.42,73.33,50.0
PEANC020515,Peru,Ancash,Bolognesi,Ticllos,2021-04-27,0.0,,,15.00527573,1665.585571,182.6088257,0.10963641,-77.20803070000002,-10.23247719,124.5566025,33.38096237,178.6320801,75.93,70.42,73.33,50.0
PEANC020602,Peru,Ancash,Carhuaz,Acopampa,2021-04-27,0.0,,,152.3309631,2741.95752,277.3425598,0.10114765,-77.61000824,-9.290034294,103.94117740000002,5.756215572,44.0,75.93,70.42,73.33,50.0
PEANC020604,Peru,Ancash,Carhuaz,Anta,2021-04-27,0.0,,,51.33671951,2566.835938,259.5978699,0.10113536,-77.63242340000002,-9.361021996,128.1923065,21.67689133,84.7692337,75.93,70.42,73.33,50.0
PEANC020605,Peru,Ancash,Carhuaz,Ataquero,2021-04-27,0.0,,,24.61949158,1329.452637,132.5815887,0.099726446,-77.72930145,-9.290193558,134.0877228,38.51284027,199.8421021,75.93,70.42,73.33,50.0
PEANC020601,Peru,Ancash,Carhuaz,Carhuaz,2021-04-27,0.0,,,69.57527161,16141.46289,1632.562988,0.10114095,-77.63963318,-9.293597221,169.29487609999995,45.43980789,127.1709366,75.93,70.42,73.33,50.0
PEANC020606,Peru,Ancash,Carhuaz,Marcara,2021-04-27,0.0,,,44.00563431,9329.194336,944.494751,0.10124076,-77.49552917,-9.303711891,169.94258119999995,54.24401474,184.196167,75.93,70.42,73.33,50.0
PEANC020607,Peru,Ancash,Carhuaz,Pariahuanca,2021-04-27,0.0,,,109.0753784,1527.055298,154.4580688,0.10114766,-77.57419586,-9.35601902,109.4000015,8.017046928,52.79999924,75.93,70.42,73.33,50.0
PEANC020608,Peru,Ancash,Carhuaz,San Miguel De Aco,2021-04-27,0.0,,,19.92162132,2868.713379,288.7921753,0.10066959,-77.43299866,-9.343929291,213.6831055,79.81156158,257.5845032,75.93,70.42,73.33,50.0
